Star_ID,Stellar Distance (parsecs),Stellar Effective Temperature (Kelvin),Stellar Effective Radius (solar radii),TESS Object of Interest Registered,Exoplanet_Actual
TIC 64553698,194.9930000,6057.0000000,1.1400000,2019-10-30 21:47:37,0
TIC 363761216,196.5380000,5887.0000000,1.1400000,2020-06-19 07:20:04,0
TIC 151483286,312.6740000,5758.5000000,1.1400000,2021-06-04 00:47:24,1
TIC 372596796,455.3040000,5971.0000000,1.1400000,2021-06-04 13:54:21,0
TIC 130191319,446.4530000,6056.0000000,1.1400000,2021-06-16 22:56:24,0
TIC 219379012,167.0090000,5973.5000000,1.1400000,2019-01-16 19:24:30,0
TIC 344600402,182.2380000,5678.0000000,1.1400000,2021-08-27 02:40:31,0
TIC 49043968,362.0870000,6132.0000000,1.1417201,2023-04-27 20:49:01,1
TIC 339250695,587.2190000,5947.0000000,1.1428699,2021-06-23 15:18:26,0
TIC 294179385,289.3720000,6075.0000000,1.1439400,2019-11-18 17:30:16,1
TIC 383390264,105.0960000,6153.0000000,1.1458200,2019-08-16 20:20:49,1
TIC 268159158,1065.3700000,5490.0000000,1.1471500,2023-03-02 20:05:26,1
TIC 380589029,494.1820000,6346.0000000,1.1475900,2019-08-16 20:20:49,1
TIC 318608749,205.4300000,6033.0000000,1.1484900,2019-08-15 15:39:13,0
TIC 198384408,26.9148000,5470.1600000,1.1485000,2020-01-30 21:16:42,0
TIC 154872375,114.0480000,5962.7000000,1.1500000,2019-08-27 16:09:24,1
TIC 261136679,18.2702000,5950.0000000,1.1500000,2019-05-07 17:42:40,1
TIC 393940766,395.2570000,5814.3000000,1.1500000,2018-09-05 18:52:24,1
TIC 369861731,403.5820000,5617.0000000,1.1500000,2021-06-04 14:05:40,0
TIC 139118482,332.5650000,6179.1000000,1.1500000,2021-06-23 15:22:52,0
TIC 80029842,502.2800000,6536.0000000,1.1500000,2021-12-21 22:31:49,0
TIC 179159972,224.4880000,5947.5000000,1.1500000,2019-07-24 15:58:33,0
TIC 308034948,1698.5500000,5824.0000000,1.1512000,2019-08-26 21:36:57,0
TIC 305243225,364.8130000,5918.2300000,1.1517600,2022-09-22 22:57:15,1
TIC 287156968,143.1380000,5696.0000000,1.1528100,2019-08-26 19:21:33,1
TIC 269217040,188.4040000,5883.0000000,1.1559900,2023-09-21 21:35:31,1
TIC 229400092,265.4710000,5418.3000000,1.1561400,2020-05-07 18:04:46,1
TIC 281459670,342.1400000,5943.0000000,1.1570600,2018-11-14 15:06:55,1
TIC 108939482,927.7540000,6325.0000000,1.1588500,2021-07-12 14:39:21,0
TIC 399794420,1490.9400000,5703.0000000,1.1598600,2021-10-07 00:18:58,1
TIC 237108272,117.6520000,5845.0000000,1.1600000,2020-04-17 11:50:40,0
TIC 124379043,494.8180000,6384.0000000,1.1600000,2021-06-03 22:07:30,1
TIC 387603144,296.0120000,6223.0000000,1.1600000,2021-06-23 15:26:00,0
TIC 408729765,610.5920000,5999.0000000,1.1600000,2021-06-23 15:28:28,0
TIC 135083444,183.1750000,6071.0000000,1.1627100,2020-04-15 12:38:54,0
TIC 268924036,1302.3300000,5767.0000000,1.1687500,2021-10-07 00:19:00,1
TIC 366989877,88.4343000,6122.0000000,1.1700000,2019-08-16 20:20:48,1
TIC 353586703,502.1700000,6405.0000000,1.1700000,2023-05-03 22:25:19,0
TIC 23434737,64.9943000,5742.2200000,1.1732100,2019-08-26 21:36:04,1
TIC 186000935,156.3380000,5992.0000000,1.1800000,2019-10-17 00:30:12,0
TIC 346338552,158.9790000,6051.2000000,1.1800000,2019-10-30 21:47:37,1
TIC 371188886,175.7130000,5400.0000000,1.1800000,2020-06-17 20:08:08,1
TIC 371188886,175.7130000,5400.0000000,1.1800000,2022-03-24 22:19:25,1
TIC 20892672,629.7920000,5894.0000000,1.1800000,2018-12-20 19:43:30,0
TIC 159334269,915.0930000,6409.0000000,1.1800000,2021-06-23 15:26:07,0
TIC 54085154,87.2682000,6380.0000000,1.1800000,2019-05-07 15:39:33,0
TIC 77044471,757.0440000,5738.0000000,1.1827400,2018-11-29 21:52:42,1
TIC 271596418,230.6970000,5670.4500000,1.1832900,2019-07-12 16:20:28,0
TIC 399402994,398.5050000,5962.0000000,1.1867800,2022-09-22 22:57:17,1
TIC 160162987,232.3040000,5752.0000000,1.1900000,2020-08-10 17:26:49,0
TIC 169249234,438.8420000,5758.3000000,1.1900000,2021-03-02 22:57:47,1
TIC 420814525,48.3016000,6052.0000000,1.1900000,2022-11-16 01:06:44,1
TIC 401604346,337.0640000,6079.0000000,1.1965300,2020-09-18 16:26:01,1
TIC 4426490,468.4060000,5983.3000000,1.1968300,2023-12-21 22:11:12,0
TIC 262662119,453.0990000,5846.0000000,1.1971000,2021-10-21 22:57:21,1
TIC 7088246,639.0040000,5780.0000000,1.2000000,2019-08-16 20:20:41,1
TIC 308098254,310.8410000,5473.0000000,1.2000000,2020-05-29 17:45:53,1
TIC 332558858,508.6860000,5517.0000000,1.2000000,2020-10-23 19:58:29,1
TIC 169187982,845.7210000,6479.0000000,1.2000000,2021-06-23 15:11:43,0
TIC 9033144,157.6670000,5756.9000000,1.2000000,2018-12-20 19:43:30,0
TIC 289316336,337.3620000,6171.0000000,1.2000000,2021-06-23 15:28:21,0
TIC 38686737,746.6460000,6846.0000000,1.2000000,2019-02-08 16:19:52,0
TIC 252537013,203.9680000,5940.0000000,1.2000000,2024-02-01 22:28:20,0
TIC 330690135,343.9900000,5790.7000000,1.2017400,2022-02-08 22:13:08,1
TIC 149603524,175.6310000,6280.0000000,1.2100000,2019-05-07 17:42:37,1
TIC 440100539,96.5232000,5861.6000000,1.2100000,2019-12-05 21:41:11,0
TIC 307111282,186.6650000,5791.0000000,1.2100000,2019-12-19 20:58:21,0
TIC 20182165,50.3098000,6327.1600000,1.2100000,2020-05-07 18:04:46,0
TIC 115446313,174.9320000,6109.0000000,1.2100000,2020-09-30 13:26:56,0
TIC 209459275,233.2660000,5972.0000000,1.2100000,2019-04-04 21:13:03,1
TIC 174143743,206.7550000,6629.0000000,1.2100000,2019-05-24 18:24:57,0
TIC 229141709,446.8150000,6316.3000000,1.2100000,2019-07-10 19:36:45,0
TIC 260271203,969.5060000,5963.0000000,1.2102500,2019-01-31 17:54:50,0
TIC 178367144,253.9850000,6316.0000000,1.2106900,2019-07-24 15:58:33,1
TIC 207077681,355.5130000,4879.0000000,1.2116300,2020-05-29 17:45:53,1
TIC 253990973,133.1710000,5525.0000000,1.2193500,2019-08-16 20:20:44,0
TIC 143994283,235.9740000,6022.6000000,1.2200000,2019-07-24 17:08:12,0
TIC 31858843,197.9960000,5703.0000000,1.2200000,2019-08-16 20:20:41,1
TIC 403287048,376.8490000,6347.0000000,1.2200000,2018-09-05 18:52:24,0
TIC 448589187,539.3600000,6229.0000000,1.2200000,2021-04-29 22:53:08,1
TIC 361343239,,5356.0000000,1.2200000,2021-06-04 01:29:37,1
TIC 87597187,,6247.6000000,1.2200000,2021-06-23 15:18:28,0
TIC 376939759,635.7220000,5633.4000000,1.2200000,2021-10-21 22:57:22,1
TIC 68577662,130.7200000,5981.0000000,1.2200000,2021-11-02 00:11:48,1
TIC 406443564,760.6060000,6611.0000000,1.2200000,2021-12-21 22:38:11,0
TIC 307733361,188.9590000,6115.5000000,1.2200000,2022-01-06 23:39:37,1
TIC 175236511,446.8210000,5906.9000000,1.2200000,2022-01-25 22:18:31,1
TIC 110936761,198.2630000,5651.0000000,1.2200000,2022-09-22 22:56:09,0
TIC 388909695,194.3330000,5660.0000000,1.2200000,2022-10-12 17:37:23,1
TIC 53458803,389.5700000,5711.0000000,1.2295901,2020-05-29 17:45:53,1
TIC 367099243,244.3180000,6046.3000000,1.2300000,2019-10-30 21:47:36,0
TIC 170103435,204.1660000,6317.0000000,1.2300000,2021-03-02 22:28:41,0
TIC 325680697,115.1240000,5773.7400000,1.2300000,2019-02-08 20:04:48,0
TIC 32408928,656.3260000,6259.0000000,1.2300000,2021-07-12 14:39:20,0
TIC 120317234,228.4390000,6133.7700000,1.2300000,2022-12-01 23:00:58,1
TIC 250707118,313.5760000,6086.0000000,1.2305200,2023-01-20 00:26:40,1
TIC 207501148,167.5420000,5879.0000000,1.2362300,2020-10-05 21:01:55,0
TIC 4616072,772.1100000,6675.0000000,1.2373300,2019-02-22 14:51:22,1
TIC 144065872,137.5440000,5630.0000000,1.2382400,2018-09-05 18:49:20,1
TIC 288185138,224.4440000,6105.0000000,1.2400000,2019-08-27 16:09:24,0
TIC 376637093,247.0540000,6485.0000000,1.2400000,2019-12-05 21:41:10,1
TIC 22843856,163.4900000,6019.0000000,1.2400000,2020-01-24 23:33:41,0
TIC 124095888,395.0460000,6423.0000000,1.2400000,2020-10-23 19:58:28,0
TIC 27064468,160.4140000,6223.0000000,1.2400000,2022-01-25 22:18:26,1
TIC 27064468,160.4140000,6223.0000000,1.2400000,2022-02-08 22:12:14,1
TIC 453064665,348.8150000,5596.0000000,1.2406000,2023-02-08 21:13:33,1
TIC 25155310,216.5260000,5800.0000000,1.2417500,2019-05-07 17:42:34,1
TIC 191284318,226.6370000,6140.0000000,1.2418200,2019-12-05 16:42:06,1
TIC 468574941,289.6680000,6081.0000000,1.2431901,2020-06-19 07:20:04,1
TIC 301051430,302.9440000,6049.0000000,1.2460999,2019-07-23 18:22:48,0
TIC 200807066,110.2470000,5908.0000000,1.2484100,2019-07-12 16:20:28,0
TIC 354594208,163.0830000,5904.0000000,1.2500000,2019-12-05 21:41:09,0
TIC 344085117,415.1370000,5832.0000000,1.2500000,2020-10-23 19:58:28,0
TIC 309436531,522.6630000,6189.4000000,1.2500000,2021-06-04 13:54:26,0
TIC 1965256662,440.7080000,6017.0000000,1.2500000,2021-06-23 15:11:43,0
TIC 2016376984,490.7010000,5770.0000000,1.2500000,2021-06-23 15:24:11,0
TIC 257567854,317.6520000,6153.0000000,1.2500000,2019-02-08 20:04:48,1
TIC 141488193,319.6320000,6433.0000000,1.2500000,2021-06-23 15:28:26,1
TIC 157528286,706.6790000,6044.0000000,1.2500000,2021-07-12 14:39:23,0
TIC 408310006,114.1730000,6313.0000000,1.2500000,2019-04-05 20:18:18,1
TIC 63303499,203.5320000,5952.0000000,1.2500000,2019-05-06 17:51:17,0
TIC 349576261,339.6050000,5965.9900000,1.2523100,2021-10-28 01:52:38,1
TIC 149845414,107.1180000,5846.2900000,1.2532400,2021-03-11 23:41:58,1
TIC 55315929,109.8600000,5910.0000000,1.2550499,2022-05-17 20:08:55,1
TIC 162689341,575.8890000,6046.7600000,1.2561899,2020-05-07 18:04:46,1
TIC 61980227,539.4860000,6764.0000000,1.2584400,2020-10-01 13:35:30,0
TIC 417676622,144.1660000,5875.2300000,1.2600000,2019-10-17 00:30:12,1
TIC 188768068,27.0498000,5801.8900000,1.2600000,2019-12-05 16:42:06,1
TIC 450327768,191.5320000,5776.0000000,1.2600000,2020-03-12 14:22:11,0
TIC 17993892,277.2780000,5634.0000000,1.2600000,2020-04-15 12:38:54,1
TIC 364075352,310.8850000,6641.0000000,1.2600000,2020-08-10 17:26:49,0
TIC 180991313,416.7840000,5960.4000000,1.2600000,2020-10-23 19:58:26,1
TIC 158623531,169.2720000,5070.0000000,1.2600000,2018-12-20 17:24:11,1
TIC 178162579,460.9950000,6019.0000000,1.2600000,2021-06-04 00:47:27,1
TIC 292152376,289.2050000,6340.0000000,1.2630399,2023-01-20 00:26:41,1
TIC 98283926,800.3770000,6208.0000000,1.2652600,2020-05-29 17:45:53,1
TIC 120585579,577.4890000,6083.0000000,1.2666000,2018-11-29 21:52:42,0
TIC 141631253,327.4630000,7051.0000000,1.2684000,2021-06-04 01:29:39,0
TIC 437248515,383.8290000,6302.0000000,1.2686700,2019-05-07 15:39:33,1
TIC 30329585,216.5170000,6229.0000000,1.2700000,2019-09-03 15:31:12,0
TIC 231736113,414.2300000,6519.0000000,1.2700000,2019-10-31 22:56:30,1
TIC 199376584,80.6665000,6125.0000000,1.2700000,2019-11-21 21:28:29,1
TIC 461387302,234.4550000,6406.0000000,1.2700000,2019-12-19 20:58:22,0
TIC 287080092,113.3350000,6114.0000000,1.2700000,2020-02-27 22:12:19,1
TIC 167418898,204.2070000,5951.0000000,1.2700000,2019-01-16 19:24:30,0
TIC 339733013,186.8070000,5834.2000000,1.2700000,2019-01-16 19:24:28,0
TIC 239722954,602.4130000,5666.0000000,1.2700000,2022-04-20 18:22:51,0
TIC 466206508,348.8490000,5392.9000000,1.2700000,2022-05-17 20:07:48,1
TIC 327952677,488.3870000,5864.0000000,1.2707100,2018-12-20 19:43:30,1
TIC 162802770,344.0450000,6309.0000000,1.2713200,2021-04-29 22:53:08,1
TIC 16288184,314.9950000,6599.0000000,1.2714601,2019-07-15 19:20:04,1
TIC 234112540,882.4720000,6100.0000000,1.2729900,2019-03-28 00:07:14,1
TIC 258871793,627.6270000,5954.0000000,1.2752000,2020-05-07 18:04:46,0
TIC 166739520,157.9630000,6038.0000000,1.2752700,2018-12-20 17:24:11,1
TIC 123495874,722.7950000,5883.0000000,1.2799200,2020-08-10 18:29:44,1
TIC 31858844,,5740.0000000,1.2800000,2019-08-16 20:20:41,0
TIC 220518305,234.1380000,5823.9000000,1.2800000,2018-09-05 18:34:59,0
TIC 253917293,341.8540000,5935.0000000,1.2800000,2018-09-05 18:52:24,0
TIC 335996558,238.0610000,6168.0000000,1.2800000,2020-06-19 07:20:03,0
TIC 419946164,629.8940000,6394.0000000,1.2800000,2021-06-04 13:54:19,0
TIC 178155732,31.9640000,6308.3100000,1.2800000,2019-02-08 20:04:48,1
TIC 36592530,294.0010000,6089.0000000,1.2800000,2021-10-21 22:56:08,1
TIC 126171392,675.8950000,5932.0000000,1.2800000,2022-11-08 19:58:11,0
TIC 369455629,327.6020000,5614.8600000,1.2801700,2020-09-18 16:26:02,1
TIC 48103627,562.2560000,6122.0000000,1.2830600,2019-05-07 15:39:33,1
TIC 32487566,252.7590000,6034.0000000,1.2842700,2020-11-06 18:59:46,1
TIC 178155732,31.9640000,6308.3100000,1.2845000,2019-02-08 20:04:48,1
TIC 178155732,31.9640000,6308.3100000,1.2845000,2020-06-24 15:36:07,1
TIC 150271680,121.7550000,5316.6000000,1.2872500,2019-05-15 18:24:34,0
TIC 61117473,520.1560000,6504.0000000,1.2900000,2021-06-04 13:54:13,0
TIC 176984236,266.9000000,6249.0000000,1.2900000,2019-01-16 19:24:29,0
TIC 36352297,787.9090000,5950.0000000,1.2900000,2019-03-28 00:07:14,1
TIC 273774284,932.3090000,6330.0000000,1.2900000,2022-11-08 19:58:16,0
TIC 280206394,141.8120000,6446.0000000,1.2900000,2019-05-06 19:17:05,1
TIC 263179590,275.2650000,5938.0000000,1.2906801,2021-02-19 00:37:59,1
TIC 367855829,172.2840000,5697.0000000,1.2960900,2020-09-23 20:39:01,0
TIC 183120439,407.8400000,5817.0000000,1.2966100,2018-09-05 18:52:24,1
TIC 198008005,250.4890000,5857.0000000,1.2974700,2019-07-10 19:36:45,1
TIC 346626688,319.0310000,5961.2000000,1.2983299,2021-06-23 15:17:49,1
TIC 234825296,844.0610000,5880.0000000,1.2998101,2019-03-28 00:07:14,1
TIC 379931600,,4884.5000000,1.3000000,2019-09-03 15:31:11,0
TIC 79395355,360.1310000,5926.0000000,1.3000000,2018-09-05 18:52:24,0
TIC 371234684,455.2030000,6193.0000000,1.3000000,2020-02-19 23:47:13,1
TIC 162246865,252.8100000,6237.0000000,1.3000000,2020-06-17 20:08:07,0
TIC 265077027,246.1770000,5782.5000000,1.3000000,2019-07-24 15:58:33,0
TIC 341186896,180.0200000,6635.0000000,1.3000000,2019-07-24 15:58:33,0
TIC 123106490,398.1300000,6408.0000000,1.3078400,2021-06-04 00:47:32,0
TIC 366443426,106.2890000,6352.3300000,1.3088300,2022-04-20 20:40:07,1
TIC 184679932,146.6530000,6198.0000000,1.3093700,2020-01-24 23:33:41,0
TIC 441739020,168.0670000,6453.0000000,1.3100000,2020-01-29 22:18:55,1
TIC 441739020,168.0670000,6453.0000000,1.3100000,2020-07-16 04:56:45,1
TIC 363851359,748.5850000,5652.0000000,1.3100000,2020-05-29 17:45:53,1
TIC 242460075,717.0790000,5955.0000000,1.3100000,2021-06-04 13:54:29,0
TIC 366443426,106.2890000,6352.3300000,1.3100000,2021-07-19 00:13:44,1
TIC 332630868,478.8470000,5895.4000000,1.3100000,2021-12-21 22:31:43,0
TIC 95010343,149.9690000,6474.0000000,1.3100000,2022-01-25 22:18:30,0
TIC 87044036,555.6110000,6070.0000000,1.3100000,2022-04-20 18:22:55,0
TIC 446616059,174.9790000,6030.0000000,1.3100000,2022-09-22 22:56:07,0
TIC 364107753,51.8209000,6059.0600000,1.3100000,2019-07-15 19:20:12,0
TIC 336267424,772.0260000,6835.3100000,1.3128400,2020-08-07 21:59:54,0
TIC 63898957,114.4950000,5890.3000000,1.3138300,2018-11-30 22:06:23,1
TIC 27916356,587.0390000,5613.0000000,1.3147399,2021-06-23 15:11:39,1
TIC 294179389,247.9750000,5938.0000000,1.3200000,2019-10-17 00:30:12,0
TIC 356919658,383.4320000,6404.0000000,1.3200000,2020-05-29 16:35:30,0
TIC 229791084,559.0680000,6023.0000000,1.3200000,2020-05-29 16:35:30,1
TIC 103751498,281.4980000,5783.0000000,1.3200000,2021-03-18 22:24:56,1
TIC 155807906,879.5640000,6541.0000000,1.3200000,2021-06-04 00:47:31,0
TIC 133505138,177.0180000,6529.0000000,1.3200000,2021-08-06 01:18:56,0
TIC 323658120,257.8280000,5767.0000000,1.3200000,2022-04-20 19:54:47,0
TIC 341297143,356.4060000,6247.0000000,1.3200000,2022-11-08 19:57:56,0
TIC 452483795,841.2960000,7143.0000000,1.3200000,2022-11-08 19:58:15,0
TIC 129107501,402.8160000,6364.0000000,1.3200000,2023-03-30 21:13:37,0
TIC 148523092,724.7700000,6383.0000000,1.3200000,2023-11-02 22:49:07,0
TIC 73717937,400.3310000,5846.0000000,1.3200000,2019-06-17 17:15:50,1
TIC 27774415,739.4120000,5550.9300000,1.3256700,2021-09-09 19:53:46,1
TIC 449197831,112.9580000,6092.0000000,1.3297500,2021-02-03 22:59:11,1
TIC 268042363,844.2600000,6888.0000000,1.3300000,2021-06-04 00:47:25,0
TIC 155986102,292.6820000,5446.0000000,1.3300000,2018-12-20 19:43:30,0
TIC 71134735,896.9740000,6666.8000000,1.3300000,2021-06-23 15:20:20,0
TIC 206466531,223.1450000,6000.2000000,1.3300000,2019-01-24 19:35:19,0
TIC 347430350,161.9970000,6458.0000000,1.3300000,2022-06-02 21:02:06,1
TIC 350618622,113.8250000,6461.8000000,1.3303100,2019-05-07 17:42:42,1
TIC 158170594,1086.2400000,5832.8300000,1.3340200,2019-10-17 00:30:12,1
TIC 435339558,256.0110000,5294.0000000,1.3341700,2024-04-03 22:41:11,1
TIC 166527623,127.2800000,5854.0000000,1.3372900,2023-07-20 23:27:26,1
TIC 320525204,121.1820000,5941.5000000,1.3400000,2019-08-27 16:09:25,0
TIC 95129101,343.4690000,6621.9000000,1.3400000,2020-02-19 00:44:40,0
TIC 357416482,115.6050000,6362.6000000,1.3400000,2020-06-19 06:00:39,0
TIC 190081497,233.7930000,6187.0000000,1.3400000,2021-05-06 23:22:42,0
TIC 49710555,551.1600000,5920.0000000,1.3400000,2018-12-20 19:43:30,0
TIC 114749636,436.0980000,5909.0000000,1.3400000,2018-12-20 19:43:30,1
TIC 66356824,551.6190000,5671.0000000,1.3400000,2018-12-20 19:43:30,0
TIC 455135327,213.9850000,6304.0000000,1.3400400,2019-03-14 21:38:48,1
TIC 404340025,258.7770000,6783.0000000,1.3441499,2019-06-27 18:48:45,1
TIC 245509452,396.3780000,6088.0000000,1.3454800,2021-06-23 15:17:52,1
TIC 47911178,201.2240000,6400.0000000,1.3455600,2019-02-27 22:16:31,1
TIC 169226822,159.5070000,5620.0000000,1.3473600,2019-05-06 19:17:05,1
TIC 436478932,258.4260000,5924.0000000,1.3475699,2022-11-16 01:06:40,1
TIC 100100827,123.4830000,6400.0000000,1.3500000,2018-12-20 17:24:11,1
TIC 339522221,514.5550000,6155.0000000,1.3500000,2020-05-29 17:45:53,1
TIC 160578764,508.8850000,6017.0000000,1.3500000,2020-05-29 17:45:53,1
TIC 416539317,645.7180000,6269.0000000,1.3500000,2021-06-23 15:20:14,0
TIC 155995204,958.3660000,5819.0000000,1.3500000,2018-12-20 19:43:30,0
TIC 460396820,322.1140000,6090.0000000,1.3500000,2022-07-14 20:57:23,1
TIC 345333936,543.4540000,6033.0000000,1.3500000,2023-04-03 20:51:18,0
TIC 117979897,516.5430000,6030.0000000,1.3514301,2019-02-08 16:19:52,1
TIC 455096220,506.9650000,6096.0000000,1.3567200,2019-03-14 21:38:48,1
TIC 27848472,231.1610000,6352.0000000,1.3600000,2020-08-07 21:59:53,1
TIC 76505260,761.7660000,6038.0000000,1.3600000,2021-06-04 13:54:32,0
TIC 243244680,181.6900000,6128.0000000,1.3600000,2022-01-06 23:39:34,1
TIC 377024332,140.6900000,6200.0000000,1.3600000,2024-01-25 23:12:48,0
TIC 164892194,1005.8400000,6041.0000000,1.3638800,2020-08-10 18:29:44,1
TIC 137685450,397.2920000,6181.5800000,1.3679700,2024-10-24 17:26:53,1
TIC 229536616,283.3200000,6292.0000000,1.3700000,2019-10-17 00:30:12,0
TIC 373453507,235.6080000,5600.0000000,1.3700000,2021-02-03 23:44:47,0
TIC 179033846,523.9990000,6712.0000000,1.3700000,2021-06-03 21:32:55,0
TIC 102283403,156.1390000,6627.0000000,1.3700000,2019-07-12 19:27:36,0
TIC 177722855,229.5950000,5743.0000000,1.3700000,2019-07-24 15:58:33,0
TIC 172464366,344.5170000,6332.0000000,1.3726600,2019-02-22 14:51:23,0
TIC 304774444,249.8260000,6317.0000000,1.3800000,2019-08-22 14:42:11,0
TIC 66783360,252.3960000,6483.0000000,1.3800000,2019-10-30 21:47:37,0
TIC 176685457,609.1280000,6245.0000000,1.3800000,2020-05-29 17:45:53,1
TIC 220076110,350.3430000,5449.5000000,1.3800000,2021-06-03 22:07:29,1
TIC 271900960,104.3440000,6457.7000000,1.3800000,2019-01-24 19:35:19,0
TIC 124029677,390.4840000,6408.0000000,1.3800000,2022-02-08 20:16:35,1
TIC 26583436,869.2530000,6291.9000000,1.3800000,2023-03-30 21:13:42,0
TIC 281408474,178.6800000,6174.0000000,1.3800000,2019-04-23 16:24:11,1
TIC 159725995,1898.2600000,5897.0000000,1.3818800,2021-11-01 23:15:51,1
TIC 142211778,1096.1900000,5726.0000000,1.3870800,2023-04-27 20:49:01,1
TIC 428787891,296.4600000,6243.0000000,1.3871900,2020-08-10 17:26:48,1
TIC 186599508,170.5920000,5669.9000000,1.3882600,2019-12-19 20:58:21,0
TIC 9725627,353.5390000,6362.5000000,1.3883100,2018-11-29 21:52:42,1
TIC 358516596,197.5720000,5703.0000000,1.3895100,2020-08-07 21:59:53,1
TIC 313506357,178.0030000,6023.1000000,1.3900000,2019-10-30 21:47:37,0
TIC 394029948,182.3230000,6073.0000000,1.3900000,2020-07-28 21:38:56,0
TIC 237922465,557.7330000,5515.2000000,1.3900000,2020-11-25 21:26:32,1
TIC 284254253,527.8190000,5626.0000000,1.3900000,2021-06-16 23:32:19,0
TIC 356868487,526.1660000,6327.0000000,1.3901300,2021-11-01 23:15:49,0
TIC 451599528,70.0154000,6058.6000000,1.3920300,2019-08-15 15:39:15,0
TIC 349488688,107.8980000,6329.0000000,1.3961900,2020-10-05 21:01:55,1
TIC 349488688,107.8980000,6329.0000000,1.3961900,2023-08-15 20:53:17,1
TIC 336732616,411.2110000,6351.0000000,1.4000000,2018-09-05 18:49:20,1
TIC 343648136,240.9010000,6093.0000000,1.4000000,2019-08-06 19:30:24,0
TIC 1400770435,121.1820000,5941.5000000,1.4000000,2019-10-30 21:47:36,0
TIC 470315428,222.3580000,5562.6000000,1.4000000,2020-01-29 22:18:55,0
TIC 393831507,248.5040000,5778.2000000,1.4000000,2020-04-17 11:50:40,1
TIC 229742722,224.3850000,6415.0000000,1.4000000,2020-05-08 17:43:13,1
TIC 429295277,218.4380000,5972.0000000,1.4000000,2020-06-17 20:08:08,0
TIC 178217113,348.6460000,6135.5000000,1.4000000,2022-01-06 23:39:44,1
TIC 366602797,703.6280000,6332.0000000,1.4000000,2022-02-28 23:29:45,0
TIC 449050247,206.3440000,5761.5000000,1.4000000,2019-07-24 14:30:01,0
